pedestrianId simTime groupId-PID5
1 0.4 0
2 0.4 1
3 0.4 1
4 0.4 1
5 0.4 0
6 0.4 1
7 0.4 1
8 0.4 1
9 0.4 1
10 0.4 1
11 0.4 1
12 0.4 1
13 0.4 1
14 0.4 1
15 0.4 1
16 0.4 1
17 0.4 1
18 0.4 1
4 0.9 1
8 0.9 1
11 0.9 1
14 0.9 1
18 0.9 1
1 1.0 0
2 1.0 1
5 1.0 0
6 1.0 1
9 1.0 1
15 1.0 1
16 1.0 1
17 1.0 1
3 1.1 1
7 1.1 1
12 1.1 1
13 1.1 1
10 1.2 1
4 1.3 1
11 1.4 1
14 1.4 1
8 1.5 1
9 1.5 1
18 1.5 1
2 1.6 1
5 1.6 0
15 1.6 1
16 1.6 1
1 1.7 0
3 1.7 1
6 1.7 1
17 1.7 1
4 1.8 1
7 1.8 1
12 1.8 1
13 1.8 1
11 1.9 1
14 1.9 1
8 2.0 1
10 2.0 1
18 2.0 1
9 2.1 1
2 2.2 1
15 2.2 1
16 2.2 1
1 2.3 0
4 2.3 1
5 2.3 0
6 2.3 1
17 2.3 1
3 2.4 1
11 2.4 1
14 2.4 1
7 2.5 1
8 2.5 1
12 2.5 1
13 2.6 1
18 2.6 1
4 2.7 1
9 2.7 1
2 2.8 1
10 2.8 1
14 2.8 1
15 2.8 1
16 2.8 1
5 2.9 0
11 2.9 1
1 3.0 0
3 3.0 1
6 3.0 1
8 3.0 1
17 3.0 1
18 3.1 1
4 3.2 1
7 3.2 1
12 3.2 1
2 3.3 1
9 3.3 1
13 3.3 1
14 3.3 1
11 3.4 1
15 3.4 1
16 3.4 1
5 3.5 0
1 3.6 0
6 3.6 1
8 3.6 1
10 3.6 1
17 3.6 1
18 3.6 1
3 3.7 1
4 3.7 0
9 3.8 1
14 3.8 1
2 3.9 1
7 3.9 1
11 3.9 1
12 3.9 1
13 4.0 1
16 4.0 1
4 4.1 0
5 4.1 0
8 4.1 1
15 4.1 1
1 4.2 0
6 4.2 1
17 4.2 1
18 4.2 1
14 4.3 1
3 4.4 1
9 4.4 1
10 4.4 1
11 4.4 1
2 4.5 1
4 4.6 0
7 4.6 1
8 4.6 1
16 4.6 1
12 4.7 1
13 4.7 1
15 4.7 1
18 4.7 1
5 4.8 0
14 4.8 1
1 4.9 0
6 4.9 1
11 4.9 1
17 4.9 1
3 5.0 1
4 5.0 0
9 5.0 1
2 5.1 1
8 5.1 1
10 5.2 1
16 5.2 1
7 5.3 1
14 5.3 1
15 5.3 1
18 5.3 1
5 5.4 0
11 5.4 1
12 5.4 1
1 5.5 0
4 5.5 0
6 5.5 1
9 5.5 1
13 5.5 1
17 5.5 1
2 5.7 1
3 5.7 1
8 5.7 1
16 5.7 1
14 5.8 1
18 5.8 1
7 5.9 1
11 5.9 1
15 5.9 1
4 6.0 0
5 6.0 0
10 6.0 1
9 6.1 1
12 6.1 1
17 6.1 1
1 6.2 0
6 6.2 1
8 6.2 1
13 6.2 1
2 6.3 1
3 6.3 1
14 6.3 1
16 6.3 1
18 6.3 1
4 6.4 0
11 6.4 1
15 6.5 1
5 6.6 0
7 6.6 1
8 6.7 1
9 6.7 1
1 6.8 0
6 6.8 1
10 6.8 1
12 6.8 1
14 6.8 1
17 6.8 1
2 6.9 1
4 6.9 0
11 6.9 1
13 6.9 1
16 6.9 1
18 6.9 1
3 7.0 1
15 7.1 1
9 7.2 1
5 7.3 0
7 7.3 1
8 7.3 1
14 7.3 1
1 7.4 0
4 7.4 0
11 7.4 1
17 7.4 1
18 7.4 1
2 7.5 1
6 7.5 1
12 7.5 1
16 7.5 1
10 7.6 1
13 7.6 1
3 7.7 1
14 7.7 1
15 7.7 1
4 7.8 0
8 7.8 1
9 7.8 1
5 7.9 0
11 7.9 1
7 8.0 1
18 8.0 1
1 8.1 0
2 8.1 1
6 8.1 1
16 8.1 1
17 8.1 1
12 8.2 1
14 8.2 1
3 8.3 1
4 8.3 0
8 8.3 1
13 8.3 1
15 8.3 1
9 8.4 1
10 8.4 1
11 8.4 1
5 8.5 0
18 8.5 1
2 8.6 1
1 8.7 0
6 8.7 1
7 8.7 1
14 8.7 1
16 8.7 1
17 8.7 1
4 8.8 0
8 8.8 1
11 8.9 1
12 8.9 1
15 8.9 1
3 9.0 1
9 9.0 1
18 9.0 1
5 9.1 0
13 9.1 1
2 9.2 1
4 9.2 0
10 9.2 1
14 9.2 1
16 9.3 1
17 9.3 1
1 9.4 0
6 9.4 0
7 9.4 1
8 9.4 1
11 9.4 1
9 9.5 1
15 9.5 1
12 9.6 1
18 9.6 1
3 9.7 1
4 9.7 0
14 9.7 1
2 9.8 1
5 9.8 0
13 9.8 1
8 9.9 1
11 9.9 1
16 9.9 1
1 10.0 0
6 10.0 0
10 10.0 1
17 10.0 1
7 10.1 1
9 10.1 1
15 10.1 1
18 10.1 1
4 10.2 0
14 10.2 1
3 10.3 1
12 10.3 1
2 10.4 1
5 10.4 0
8 10.4 1
11 10.4 1
13 10.5 1
16 10.5 1
4 10.6 0
17 10.6 1
1 10.7 0
6 10.7 0
9 10.7 1
14 10.7 1
15 10.7 1
18 10.7 1
7 10.8 1
10 10.8 1
8 10.9 1
11 10.9 1
2 11.0 1
3 11.0 1
5 11.0 0
12 11.0 1
4 11.1 0
16 11.1 1
9 11.2 1
13 11.2 1
14 11.2 1
17 11.2 1
18 11.2 1
1 11.3 0
6 11.3 0
11 11.4 1
15 11.4 1
7 11.5 1
8 11.5 1
2 11.6 1
3 11.6 1
4 11.6 0
5 11.6 0
10 11.6 1
12 11.7 1
14 11.7 1
16 11.7 1
18 11.7 1
9 11.8 1
1 11.9 0
6 11.9 0
11 11.9 1
17 11.9 1
4 12.0 0
8 12.0 1
13 12.0 1
15 12.0 1
2 12.2 1
5 12.2 0
7 12.2 1
14 12.2 1
3 12.3 1
16 12.3 1
18 12.3 1
9 12.4 1
10 12.4 1
11 12.4 1
12 12.4 1
4 12.5 0
8 12.5 1
17 12.5 1
1 12.6 0
6 12.6 0
14 12.6 1
15 12.6 1
13 12.7 1
2 12.8 1
18 12.8 1
5 12.9 0
7 12.9 1
11 12.9 1
16 12.9 1
3 13.0 1
4 13.0 0
8 13.0 1
9 13.0 1
14 13.1 1
1 13.2 0
6 13.2 0
10 13.2 1
12 13.2 1
15 13.2 1
17 13.2 1
2 13.4 1
4 13.4 0
11 13.4 1
13 13.4 1
18 13.4 1
5 13.5 0
9 13.5 1
16 13.5 1
3 13.6 1
7 13.6 1
8 13.6 1
14 13.6 1
15 13.8 1
17 13.8 1
1 13.9 0
2 13.9 1
4 13.9 0
6 13.9 0
11 13.9 1
12 13.9 1
18 13.9 1
10 14.0 1
5 14.1 0
8 14.1 1
9 14.1 1
13 14.1 1
14 14.1 1
16 14.1 1
3 14.3 1
4 14.3 0
7 14.3 1
11 14.4 1
15 14.4 1
17 14.4 1
18 14.4 1
1 14.5 0
2 14.5 1
6 14.5 0
8 14.6 1
12 14.6 1
14 14.6 1
5 14.7 0
9 14.7 1
16 14.7 1
4 14.8 0
10 14.8 1
3 14.9 1
11 14.9 1
13 14.9 1
7 15.0 1
15 15.0 1
18 15.0 1
1 15.1 0
2 15.1 1
14 15.1 1
17 15.1 1
6 15.2 0
8 15.2 1
9 15.2 1
16 15.2 1
4 15.3 0
12 15.3 1
5 15.4 0
11 15.4 1
18 15.5 1
3 15.6 1
10 15.6 0
13 15.6 1
14 15.6 1
15 15.6 1
2 15.7 1
4 15.7 0
7 15.7 1
8 15.7 1
17 15.7 1
1 15.8 0
6 15.8 0
9 15.8 1
16 15.8 1
11 15.9 1
5 16.0 0
12 16.0 1
14 16.1 1
18 16.1 1
4 16.2 0
8 16.2 1
15 16.2 1
2 16.3 1
3 16.3 1
13 16.3 1
17 16.3 1
1 16.4 0
6 16.4 0
7 16.4 1
9 16.4 1
10 16.4 0
11 16.4 1
16 16.4 1
5 16.6 0
14 16.6 1
18 16.6 1
4 16.7 0
8 16.7 1
12 16.7 1
15 16.8 1
2 16.9 1
3 16.9 1
9 16.9 1
7 17.0 1
13 17.0 1
16 17.0 1
17 17.0 1
1 17.1 0
4 17.1 0
6 17.1 0
11 17.1 1
14 17.1 1
5 17.2 0
10 17.2 0
18 17.2 1
8 17.3 1
12 17.4 1
15 17.4 1
2 17.5 1
9 17.5 1
14 17.5 1
3 17.6 1
4 17.6 0
16 17.6 1
17 17.6 1
1 17.7 0
6 17.7 0
7 17.7 1
13 17.7 1
18 17.7 1
8 17.8 1
11 17.8 1
5 17.9 0
14 18.0 1
15 18.0 1
2 18.1 1
4 18.1 0
9 18.1 1
10 18.1 0
12 18.1 1
3 18.2 1
16 18.2 1
18 18.2 1
1 18.3 0
8 18.3 1
17 18.3 1
6 18.4 0
7 18.4 1
4 18.5 0
5 18.5 0
11 18.5 1
13 18.5 1
14 18.5 1
2 18.6 1
9 18.7 1
15 18.7 1
8 18.8 1
12 18.8 1
16 18.8 1
18 18.8 1
3 18.9 1
10 18.9 0
17 18.9 1
1 19.0 0
4 19.0 0
6 19.0 0
14 19.0 1
5 19.1 0
7 19.1 1
2 19.2 1
9 19.2 1
11 19.2 1
13 19.2 1
15 19.3 1
18 19.3 1
8 19.4 1
16 19.4 1
4 19.5 0
12 19.5 1
14 19.5 1
17 19.5 1
1 19.6 0
3 19.6 1
6 19.6 0
5 19.7 0
10 19.7 0
2 19.8 1
7 19.8 1
9 19.8 1
4 19.9 0
8 19.9 1
11 19.9 1
13 19.9 1
15 19.9 1
18 19.9 1
16 20.0 1
3 20.2 1
12 20.2 1
14 20.2 1
17 20.2 1
1 20.3 0
5 20.3 0
6 20.3 0
2 20.4 1
4 20.4 0
8 20.4 1
9 20.4 1
18 20.4 1
7 20.5 1
10 20.5 0
15 20.5 1
11 20.6 1
13 20.6 1
16 20.6 1
17 20.8 1
1 20.9 0
3 20.9 1
4 20.9 0
6 20.9 0
9 20.9 1
12 20.9 1
14 20.9 1
2 21.0 1
5 21.0 0
8 21.0 1
15 21.1 1
18 21.1 1
7 21.2 0
16 21.2 1
4 21.3 0
10 21.3 0
11 21.3 1
13 21.4 1
17 21.4 1
1 21.5 0
8 21.5 1
9 21.5 1
2 21.6 1
3 21.6 1
5 21.6 0
6 21.6 0
14 21.6 1
12 21.7 1
15 21.7 1
4 21.8 0
16 21.8 1
7 21.9 0
18 21.9 1
8 22.0 1
11 22.0 1
9 22.1 1
10 22.1 0
13 22.1 1
17 22.1 1
1 22.2 0
2 22.2 1
3 22.2 1
5 22.2 0
6 22.2 0
14 22.2 1
4 22.3 0
15 22.3 1
12 22.4 1
16 22.4 1
8 22.5 1
7 22.6 0
4 22.7 0
9 22.7 1
11 22.7 1
17 22.7 1
18 22.7 1
1 22.8 0
13 22.8 1
2 22.9 1
3 22.9 1
6 22.9 0
10 22.9 0
14 22.9 1
15 22.9 1
5 23.0 0
16 23.0 0
8 23.1 1
12 23.1 1
4 23.2 0
9 23.2 1
7 23.3 0
11 23.4 1
17 23.4 1
18 23.4 1
1 23.5 0
3 23.5 1
6 23.5 0
13 23.5 1
15 23.5 1
2 23.6 1
4 23.6 0
8 23.6 1
14 23.6 1
16 23.6 0
10 23.7 0
5 23.8 0
9 23.8 1
12 23.8 1
7 24.0 0
17 24.0 1
1 24.1 0
4 24.1 0
6 24.1 0
8 24.1 1
11 24.1 1
15 24.1 1
3 24.2 1
13 24.2 1
16 24.2 0
18 24.2 1
2 24.3 1
14 24.3 1
9 24.4 1
10 24.5 0
12 24.5 1
4 24.6 0
5 24.6 0
8 24.6 1
17 24.6 1
1 24.7 0
7 24.7 0
15 24.7 1
6 24.8 0
11 24.8 1
3 24.9 1
9 24.9 1
16 24.9 0
18 24.9 1
2 25.0 1
4 25.0 0
13 25.0 1
14 25.0 1
8 25.2 1
12 25.2 1
5 25.3 0
10 25.3 0
15 25.3 1
17 25.3 1
1 25.4 0
6 25.4 0
7 25.4 0
3 25.5 1
4 25.5 0
9 25.5 1
11 25.5 1
2 25.7 1
8 25.7 1
13 25.7 1
14 25.7 1
16 25.7 0
18 25.7 1
12 25.9 1
17 25.9 1
1 26.0 0
4 26.0 0
15 26.0 1
5 26.1 0
6 26.1 0
7 26.1 0
9 26.1 1
10 26.1 0
3 26.2 1
8 26.2 1
11 26.2 1
2 26.4 1
4 26.4 0
14 26.4 1
16 26.4 0
18 26.4 1
13 26.5 1
17 26.5 1
9 26.6 1
12 26.6 1
15 26.6 1
1 26.7 0
8 26.7 1
3 26.8 1
6 26.8 0
7 26.8 0
5 26.9 0
10 26.9 0
11 26.9 1
14 27.0 1
2 27.1 1
4 27.1 0
9 27.2 1
13 27.2 1
16 27.2 0
17 27.2 1
18 27.2 1
1 27.3 0
8 27.3 1
12 27.3 1
15 27.3 1
3 27.5 1
7 27.5 0
6 27.6 0
11 27.6 1
5 27.7 0
10 27.7 0
14 27.7 1
2 27.8 1
4 27.8 0
8 27.8 1
9 27.8 1
17 27.8 1
18 27.9 1
1 28.0 0
12 28.0 1
13 28.0 1
15 28.0 1
16 28.0 0
3 28.2 1
7 28.2 0
6 28.3 0
8 28.3 1
11 28.3 1
9 28.4 1
14 28.4 1
2 28.5 1
4 28.5 0
5 28.5 0
10 28.5 0
17 28.5 1
1 28.7 0
12 28.7 1
13 28.7 1
15 28.7 1
16 28.7 0
18 28.7 1
3 28.8 1
9 28.9 1
7 29.0 0
8 29.0 1
11 29.0 1
2 29.1 1
6 29.1 0
14 29.1 1
17 29.1 1
4 29.2 0
5 29.2 0
10 29.3 0
1 29.4 0
12 29.4 1
18 29.4 1
3 29.5 1
9 29.5 1
13 29.5 1
15 29.5 1
16 29.5 0
7 29.7 0
8 29.7 1
11 29.7 1
17 29.7 1
2 29.8 1
14 29.8 1
4 29.9 0
6 29.9 0
5 30.0 0
1 30.1 0
3 30.1 1
9 30.1 1
10 30.1 0
12 30.2 1
15 30.2 1
16 30.2 0
18 30.2 1
13 30.3 1
8 30.4 1
11 30.4 1
17 30.4 1
2 30.5 1
4 30.5 0
7 30.5 0
14 30.5 1
6 30.6 0
9 30.6 1
1 30.8 0
3 30.8 1
5 30.8 0
10 30.9 0
12 30.9 1
15 30.9 1
18 30.9 1
13 31.0 1
16 31.0 0
17 31.0 1
8 31.1 1
11 31.1 1
2 31.2 1
4 31.2 0
7 31.2 0
9 31.2 1
14 31.2 1
6 31.4 0
1 31.5 0
3 31.5 1
5 31.6 0
12 31.6 1
10 31.7 0
15 31.7 1
16 31.7 0
17 31.7 1
18 31.7 1
8 31.8 1
9 31.8 1
11 31.8 1
13 31.8 1
2 31.9 1
4 31.9 0
14 31.9 1
7 32.0 0
1 32.1 0
3 32.1 1
6 32.1 0
5 32.3 0
12 32.3 1
9 32.4 1
15 32.4 1
17 32.4 1
18 32.4 1
8 32.5 1
10 32.5 0
11 32.5 1
14 32.5 1
16 32.5 0
2 32.6 1
4 32.6 0
13 32.6 1
7 32.7 0
1 32.8 0
3 32.8 1
6 32.9 0
9 32.9 1
12 33.0 1
5 33.1 0
15 33.1 1
17 33.1 1
8 33.2 1
11 33.2 1
14 33.2 1
18 33.2 1
2 33.3 1
4 33.3 0
10 33.3 0
13 33.3 1
16 33.3 0
1 33.5 0
3 33.5 1
7 33.5 0
9 33.5 1
6 33.6 0
12 33.7 1
17 33.7 1
4 33.9 0
5 33.9 0
8 33.9 1
11 33.9 1
14 33.9 1
15 33.9 1
18 33.9 1
2 34.0 1
16 34.0 0
3 34.1 1
9 34.1 1
10 34.1 0
13 34.1 1
1 34.2 0
7 34.2 0
6 34.4 0
12 34.4 1
17 34.4 1
4 34.6 0
8 34.6 1
9 34.6 1
11 34.6 1
14 34.6 1
15 34.6 1
2 34.7 1
5 34.7 0
18 34.7 1
3 34.8 1
16 34.8 0
1 34.9 0
10 34.9 0
13 34.9 1
7 35.0 0
12 35.0 1
17 35.1 1
6 35.2 0
9 35.2 1
4 35.3 0
8 35.3 1
11 35.3 1
14 35.3 1
15 35.3 1
2 35.4 1
3 35.4 1
5 35.5 0
16 35.5 0
18 35.5 1
1 35.6 0
13 35.6 1
7 35.7 0
10 35.7 0
12 35.7 1
9 35.8 1
17 35.8 1
6 35.9 0
4 36.0 0
8 36.0 1
14 36.0 1
15 36.0 1
2 36.1 1
3 36.1 0
11 36.1 1
5 36.2 0
18 36.2 1
1 36.3 0
9 36.3 1
12 36.3 1
16 36.3 0
13 36.4 1
7 36.5 0
10 36.5 0
17 36.5 1
4 36.7 0
6 36.7 0
8 36.7 1
14 36.7 1
2 36.8 1
3 36.8 0
11 36.8 1
15 36.8 1
1 37.0 0
5 37.0 0
9 37.0 1
12 37.0 1
18 37.0 1
16 37.1 0
17 37.1 1
7 37.2 0
13 37.2 1
10 37.3 0
14 37.3 1
3 37.4 0
4 37.4 0
6 37.4 0
8 37.4 1
2 37.5 1
11 37.5 1
15 37.5 1
12 37.6 1
1 37.7 0
9 37.7 1
18 37.7 1
5 37.8 0
16 37.8 0
17 37.8 1
13 37.9 1
4 38.0 0
7 38.0 0
14 38.0 1
3 38.1 0
8 38.1 1
10 38.1 0
2 38.2 1
6 38.2 0
11 38.2 1
15 38.2 1
9 38.3 1
12 38.3 1
1 38.4 0
17 38.5 1
18 38.5 1
5 38.6 0
16 38.6 0
3 38.7 0
4 38.7 0
7 38.7 0
13 38.7 1
14 38.7 1
8 38.8 1
2 38.9 1
6 38.9 0
10 38.9 0
11 38.9 1
1 39.0 0
9 39.0 1
12 39.0 1
15 39.0 1
17 39.2 1
18 39.2 1
16 39.3 0
3 39.4 0
4 39.4 0
5 39.4 0
13 39.4 1
14 39.4 1
7 39.5 0
8 39.5 1
2 39.6 1
9 39.6 1
11 39.6 1
12 39.6 1
1 39.7 0
6 39.7 0
10 39.7 0
15 39.7 1
17 39.9 1
18 40.0 1
3 40.1 0
4 40.1 0
5 40.1 0
14 40.1 1
16 40.1 0
7 40.2 0
8 40.2 1
13 40.2 1
2 40.3 1
9 40.3 1
11 40.3 1
12 40.3 1
1 40.4 0
15 40.4 1
6 40.5 0
10 40.5 0
17 40.5 1
3 40.7 0
18 40.7 1
4 40.8 0
14 40.8 1
5 40.9 0
8 40.9 1
12 40.9 1
16 40.9 0
2 41.0 1
7 41.0 0
9 41.0 1
11 41.0 1
13 41.0 1
1 41.1 0
6 41.2 0
15 41.2 1
17 41.2 1
10 41.3 0
3 41.4 0
4 41.4 0
14 41.5 1
18 41.5 1
8 41.6 1
9 41.6 1
12 41.6 1
16 41.6 0
2 41.7 1
5 41.7 0
11 41.7 1
13 41.7 1
1 41.8 0
7 41.8 0
15 41.9 1
17 41.9 1
3 42.0 0
6 42.0 0
4 42.1 0
10 42.1 0
14 42.1 1
18 42.2 1
8 42.3 1
9 42.3 1
12 42.3 1
2 42.4 1
11 42.4 1
16 42.4 0
1 42.5 0
5 42.5 0
7 42.5 0
13 42.5 1
15 42.6 1
17 42.6 1
3 42.7 0
6 42.7 0
4 42.8 0
14 42.8 1
9 42.9 1
10 42.9 0
12 42.9 1
8 43.0 1
18 43.0 1
2 43.1 1
11 43.1 1
16 43.1 0
1 43.2 0
5 43.3 0
7 43.3 0
13 43.3 1
15 43.3 1
17 43.3 1
3 43.4 0
4 43.5 0
6 43.5 0
14 43.5 1
9 43.6 1
12 43.6 1
8 43.7 1
10 43.7 0
18 43.7 1
2 43.8 1
11 43.8 1
1 43.9 0
16 43.9 0
3 44.0 0
5 44.0 0
7 44.0 0
13 44.0 1
17 44.0 1
15 44.1 1
4 44.2 0
6 44.2 0
12 44.2 1
14 44.2 1
9 44.3 1
8 44.4 1
2 44.5 1
10 44.5 0
11 44.5 1
18 44.5 1
1 44.6 0
17 44.6 1
16 44.7 0
3 44.8 0
5 44.8 0
7 44.8 0
13 44.8 1
15 44.8 1
4 44.9 0
9 44.9 1
12 44.9 1
14 44.9 1
6 45.0 0
8 45.1 1
2 45.2 1
11 45.2 1
18 45.2 1
1 45.3 0
10 45.3 0
17 45.3 1
16 45.4 0
3 45.5 0
4 45.5 0
7 45.5 0
12 45.5 1
15 45.5 1
5 45.6 0
9 45.6 1
13 45.6 1
14 45.6 1
6 45.8 0
8 45.8 1
1 45.9 0
2 45.9 1
11 45.9 1
17 46.0 1
18 46.0 1
10 46.1 0
3 46.2 0
4 46.2 0
9 46.2 1
12 46.2 1
16 46.2 0
7 46.3 0
13 46.3 1
14 46.3 1
15 46.3 1
5 46.4 0
6 46.5 0
8 46.5 1
1 46.6 0
2 46.6 1
11 46.6 1
17 46.7 1
18 46.8 1
4 46.9 0
9 46.9 1
10 46.9 0
12 46.9 1
14 46.9 1
16 46.9 0
3 47.0 0
7 47.0 0
15 47.0 1
5 47.1 0
13 47.1 1
8 47.2 1
1 47.3 0
2 47.3 1
6 47.3 0
11 47.3 1
17 47.4 1
12 47.5 1
18 47.5 1
4 47.6 0
9 47.6 1
14 47.6 1
3 47.7 0
10 47.7 0
15 47.7 1
16 47.7 0
7 47.8 0
13 47.8 1
5 47.9 0
8 47.9 1
1 48.0 0
2 48.0 1
6 48.0 0
11 48.0 1
17 48.0 1
9 48.2 1
12 48.2 1
4 48.3 0
14 48.3 1
18 48.3 1
15 48.4 1
